#Parameters = {Vbot=-1000; Vside=-500; Vtop=1000; g=1; h=30; l=150; t=1; w=100}
#"Z / mm"	"Potential (Es) (Z)_3 [Real Part]"
#-------------------------------------------
-18.013554715403	879.25878906250
-17.766793691904	879.25878906250
-17.520032668406	879.25878906250
-17.273271644907	879.25878906250
-17.026510621408	879.25878906250
-16.779749597910	879.25878906250
-16.532988574411	879.25878906250
-16.286227550912	879.25878906250
-16.039466527414	879.25878906250
-15.792705503915	879.25878906250
-15.545944480416	879.25878906250
-15.299183456918	879.25878906250
-15.052422433419	879.25878906250
-14.805661409920	879.25878906250
-14.558900386421	879.25885009766
-14.312139362923	879.25885009766
-14.065378339424	879.25885009766
-13.818617315925	879.25885009766
-13.571856292427	879.25885009766
-13.325095268928	879.25885009766
-13.078334245429	879.25885009766
-12.831573221931	879.25885009766
-12.584812198432	879.25885009766
-12.338051174933	879.25885009766
-12.091290151435	879.25885009766
-11.844529127936	879.25885009766
-11.597768104437	879.25885009766
-11.351007080939	879.25885009766
-11.104246057440	879.25885009766
-10.857485033941	879.25885009766
-10.610724010443	879.25885009766
-10.363962986944	879.25885009766
-10.117201963445	879.25885009766
-9.8704409399468	879.25885009766
-9.6236799164481	879.25885009766
-9.3769188929494	879.25885009766
-9.1301578694508	879.25885009766
-8.8833968459521	879.25885009766
-8.6366358224534	879.25885009766
-8.3898747989548	879.25885009766
-8.1431137754561	879.25885009766
-7.8963527519574	879.25885009766
-7.6495917284587	879.25885009766
-7.4028307049601	879.25885009766
-7.1560696814614	879.25891113281
-6.9093086579627	879.25891113281
-6.6625476344641	879.25891113281
-6.4157866109654	879.25891113281
-6.1690255874667	879.25891113281
-5.9222645639681	879.25891113281
-5.6755035404694	879.25891113281
-5.4287425169707	879.25891113281
-5.1819814934721	879.25891113281
-4.9352204699734	879.25891113281
-4.6884594464747	879.25891113281
-4.4416984229760	879.25891113281
-4.1949373994774	879.25891113281
-3.9481763759787	879.25891113281
-3.7014153524800	879.25891113281
-3.4546543289814	879.25891113281
-3.2078933054827	879.25891113281
-2.9611322819840	879.25891113281
-2.7143712584854	879.25891113281
-2.4676102349867	879.25891113281
-2.2208492114880	879.25891113281
-1.9740881879894	879.25891113281
-1.7273271644907	879.25891113281
-1.4805661409920	879.25891113281
-1.2338051174933	879.25891113281
-0.98704409399467	879.25891113281
-0.74028307049601	879.25891113281
-0.49352204699734	879.25891113281
-0.24676102349866	879.25891113281
0.0000000000000	879.25891113281
0.24676102349868	879.25891113281
0.49352204699734	879.25891113281
0.74028307049602	879.25891113281
0.98704409399468	879.25891113281
1.2338051174933	879.25891113281
1.4805661409920	879.25891113281
1.7273271644907	879.25891113281
1.9740881879894	879.25891113281
2.2208492114880	879.25891113281
2.4676102349867	879.25891113281
2.7143712584854	879.25891113281
2.9611322819840	879.25891113281
3.2078933054827	879.25891113281
3.4546543289814	879.25891113281
3.7014153524800	879.25891113281
3.9481763759787	879.25891113281
4.1949373994774	879.25891113281
4.4416984229761	879.25891113281
4.6884594464747	879.25891113281
4.9352204699734	879.25891113281
5.1819814934721	879.25891113281
5.4287425169707	879.25891113281
5.6755035404694	879.25891113281
5.9222645639681	879.25891113281
6.1690255874667	879.25891113281
6.4157866109654	879.25891113281
6.6625476344641	879.25891113281
6.9093086579628	879.25891113281
7.1560696814614	879.25891113281
7.4028307049601	879.25885009766
7.6495917284588	879.25885009766
7.8963527519574	879.25885009766
8.1431137754561	879.25885009766
8.3898747989548	879.25885009766
8.6366358224534	879.25885009766
8.8833968459521	879.25885009766
9.1301578694508	879.25885009766
9.3769188929494	879.25885009766
9.6236799164481	879.25885009766
9.8704409399468	879.25885009766
10.117201963445	879.25885009766
10.363962986944	879.25885009766
10.610724010443	879.25885009766
10.857485033941	879.25885009766
11.104246057440	879.25885009766
11.351007080939	879.25885009766
11.597768104437	879.25885009766
11.844529127936	879.25885009766
12.091290151435	879.25885009766
12.338051174933	879.25885009766
12.584812198432	879.25885009766
12.831573221931	879.25885009766
13.078334245429	879.25885009766
13.325095268928	879.25885009766
13.571856292427	879.25885009766
13.818617315925	879.25885009766
14.065378339424	879.25885009766
14.312139362923	879.25885009766
14.558900386421	879.25885009766
14.805661409920	879.25878906250
15.052422433419	879.25878906250
15.299183456918	879.25878906250
15.545944480416	879.25878906250
15.792705503915	879.25878906250
16.039466527414	879.25878906250
16.286227550912	879.25878906250
16.532988574411	879.25878906250
16.779749597910	879.25878906250
17.026510621408	879.25878906250
17.273271644907	879.25878906250
17.520032668406	879.25878906250
17.766793691904	879.25878906250
18.013554715403	879.25878906250
18.260315738902	879.25878906250
18.507076762400	879.25878906250
18.753837785899	879.25872802734
19.000598809398	879.25872802734
19.247359832896	879.25872802734
19.494120856395	879.25872802734
19.740881879894	879.25872802734
19.987642903392	879.25872802734
20.234403926891	879.25872802734
20.481164950390	879.25872802734
20.727925973888	879.25872802734
20.974686997387	879.25872802734
21.221448020886	879.25872802734
21.468209044384	879.25872802734
21.714970067883	879.25872802734
21.961731091382	879.25866699219
22.208492114880	879.25866699219
22.455253138379	879.25866699219
22.702014161878	879.25866699219
22.948775185376	879.25866699219
23.195536208875	879.25866699219
23.442297232374	879.25866699219
23.689058255872	879.25866699219
23.935819279371	879.25860595703
24.182580302870	879.25860595703
24.429341326368	879.25860595703
24.676102349867	879.25860595703
24.922863373366	879.25860595703
25.169624396864	879.25860595703
25.416385420363	879.25854492188
25.663146443862	879.25854492188
25.909907467360	879.25854492188
26.156668490859	879.25854492188
26.403429514358	879.25854492188
26.650190537856	879.25854492188
26.896951561355	879.25848388672
27.143712584854	879.25848388672
27.390473608352	879.25848388672
27.637234631851	879.25848388672
27.883995655350	879.25848388672
28.130756678848	879.25848388672
28.377517702347	879.25842285156
28.624278725846	879.25842285156
28.871039749344	879.25842285156
29.117800772843	879.25842285156
29.364561796342	879.25836181641
29.611322819840	879.25836181641
29.858083843339	879.25836181641
30.104844866838	879.25836181641
30.351605890336	879.25830078125
30.598366913835	879.25830078125
30.845127937334	879.25823974609
31.091888960832	879.25823974609
31.338649984331	879.25823974609
31.585411007830	879.25823974609
31.832172031328	879.25817871094
32.078933054827	879.25817871094
32.325694078326	879.25811767578
32.572455101824	879.25811767578
32.819216125323	879.25811767578
33.065977148822	879.25811767578
33.312738172320	879.25805664062
33.559499195819	879.25805664062
33.806260219318	879.25799560547
34.053021242816	879.25799560547
34.299782266315	879.25793457031
34.546543289814	879.25793457031
34.793304313312	879.25787353516
35.040065336811	879.25787353516
35.286826360310	879.25781250000
35.533587383808	879.25781250000
35.780348407307	879.25775146484
36.027109430806	879.25775146484
36.273870454304	879.25769042969
36.520631477803	879.25769042969
36.767392501302	879.25762939453
37.014153524800	879.25756835938
37.260914548299	879.25750732422
37.507675571798	879.25750732422
37.754436595296	879.25744628906
38.001197618795	879.25738525391
38.247958642294	879.25738525391
38.494719665792	879.25732421875
38.741480689291	879.25726318359
38.988241712790	879.25720214844
39.235002736288	879.25714111328
39.481763759787	879.25708007812
39.728524783286	879.25701904297
39.975285806784	879.25695800781
40.222046830283	879.25689697266
40.468807853782	879.25683593750
40.715568877280	879.25677490234
40.962329900779	879.25665283203
41.209090924278	879.25659179688
41.455851947776	879.25646972656
41.702612971275	879.25640869141
41.949373994774	879.25628662109
42.196135018272	879.25622558594
42.442896041771	879.25610351562
42.689657065270	879.25598144531
42.936418088769	879.25592041016
43.183179112267	879.25579833984
43.429940135766	879.25567626953
43.676701159264	879.25555419922
43.923462182763	879.25543212891
44.170223206262	879.25524902344
44.416984229761	879.25512695312
44.663745253259	879.25494384766
44.910506276758	879.25482177734
45.157267300257	879.25463867188
45.404028323755	879.25445556641
45.650789347254	879.25427246094
45.897550370753	879.25402832031
46.144311394251	879.25384521484
46.391072417750	879.25366210938
46.637833441249	879.25341796875
46.884594464747	879.25317382812
47.131355488246	879.25292968750
47.378116511745	879.25262451172
47.624877535243	879.25238037109
47.871638558742	879.25207519531
48.118399582241	879.25170898438
48.365160605739	879.25140380859
48.611921629238	879.25103759766
48.858682652737	879.25067138672
49.105443676235	879.25024414062
49.352204699734	879.24981689453
49.598965723233	879.24938964844
49.845726746731	879.24890136719
50.092487770230	879.24841308594
50.339248793729	879.24792480469
50.586009817227	879.24737548828
50.832770840726	879.24676513672
51.079531864225	879.24609375000
51.326292887723	879.24542236328
51.573053911222	879.24468994141
51.819814934721	879.24395751953
52.066575958219	879.24316406250
52.313336981718	879.24237060547
52.560098005217	879.24145507812
52.806859028715	879.24047851562
53.053620052214	879.23950195312
53.300381075713	879.23840332031
53.547142099211	879.23730468750
53.793903122710	879.23614501953
54.040664146209	879.23486328125
54.287425169707	879.23352050781
54.534186193206	879.23211669922
54.780947216705	879.23052978516
55.027708240203	879.22894287109
55.274469263702	879.22717285156
55.521230287201	879.22534179688
55.767991310699	879.22338867188
56.014752334198	879.22137451172
56.261513357697	879.21911621094
56.508274381195	879.21685791016
56.755035404694	879.21423339844
57.001796428193	879.21166992188
57.248557451691	879.20874023438
57.495318475190	879.20581054688
57.742079498689	879.20251464844
57.988840522187	879.19921875000
58.235601545686	879.19543457031
58.482362569185	879.19165039062
58.729123592683	879.18737792969
58.975884616182	879.18304443359
59.222645639681	879.17822265625
59.469406663179	879.17321777344
59.716167686678	879.16772460938
59.962928710177	879.16210937500
60.209689733675	879.15582275391
60.456450757174	879.14941406250
60.703211780673	879.14221191406
60.949972804171	879.13488769531
61.196733827670	879.12670898438
61.443494851169	879.11828613281
61.690255874667	879.10888671875
61.937016898166	879.09918212891
62.183777921665	879.08843994141
62.430538945163	879.07727050781
62.677299968662	879.06494140625
62.924060992161	879.05206298828
63.170822015659	879.03778076172
63.417583039158	879.02282714844
63.664344062657	879.00634765625
63.911105086155	878.98907470703
64.157866109654	878.96997070312
64.404627133153	878.94976806641
64.651388156651	878.92755126953
64.898149180150	878.90399169922
65.144910203649	878.87805175781
65.391671227147	878.85028076172
65.638432250646	878.81976318359
65.885193274145	878.78704833984
66.131954297643	878.75109863281
66.378715321142	878.71209716797
66.625476344641	878.66931152344
66.872237368139	878.62274169922
67.118998391638	878.57147216797
67.365759415137	878.51519775391
67.612520438635	878.45324707031
67.859281462134	878.38458251953
68.106042485633	878.30902099609
68.352803509131	878.22424316406
68.599564532630	878.13092041016
68.846325556129	878.02478027344
69.093086579627	877.90789794922
69.339847603126	877.77282714844
69.586608626625	877.62390136719
69.833369650123	877.44860839844
70.080130673622	877.25518798828
70.326891697121	877.02276611328
70.573652720619	876.76586914062
70.820413744118	876.44952392578
71.067174767617	876.09924316406
71.313935791115	875.65539550781
71.560696814614	875.16326904297
71.807457838113	874.51831054688
72.054218861612	873.80255126953
72.300979885110	872.82623291016
72.547740908609	871.74188232422
72.794501932107	870.18933105469
73.041262955606	868.46423339844
73.288023979105	865.83996582031
73.534785002604	862.92187500000
73.781546026102	858.12078857422
74.028307049601	852.77160644531
74.275068073100	843.02008056641
74.521829096598	832.15325927734
74.768590120097	809.50048828125
75.015351143596	785.48254394531
75.262112167094	740.87359619141
75.508873190593	696.42730712891
75.755634214092	654.40789794922
76.002395237590	612.78326416016
76.249156261089	577.10949707031
76.495917284588	541.80505371094
76.742678308086	512.05377197266
76.989439331585	482.59741210938
77.236200355084	457.69909667969
77.482961378582	433.02822875977
77.729722402081	411.99160766602
77.976483425580	391.12988281250
78.223244449078	373.15844726562
78.470005472577	355.32226562500
78.716766496076	339.79943847656
78.963527519574	324.38226318359
79.210288543073	310.83230590820
79.457049566572	297.36581420898
79.703810590070	285.42239379883
79.950571613569	273.54525756836
80.197332637068	262.92382812500
80.444093660566	252.35549926758
80.690854684065	242.83262634277
80.937615707564	233.35260009766
81.184376731062	224.75151062012
81.431137754561	216.18533325195
81.677898778060	208.36531066895
81.924659801558	200.57386779785
82.171420825057	193.42124938965
82.418181848556	186.29176330566
82.664942872054	179.71368408203
82.911703895553	173.15475463867
83.158464919052	167.07539367676
83.405225942550	161.01194763184
83.651986966049	155.36820983887
83.898747989548	149.73774719238
84.145509013046	144.47688293457
84.392270036545	139.22711181641
84.639031060044	134.30487060547
84.885792083542	129.39192199707
85.132553107041	124.77046203613
85.379314130540	120.15693664551
85.626075154038	115.80373382568
85.872836177537	111.45733642578
86.119597201036	107.34474182129
86.366358224534	103.23786926270
86.613119248033	99.341537475586
86.859880271532	95.450004577637
87.106641295030	91.748596191406
87.353402318529	88.051216125488
87.600163342028	84.526069641113
87.846924365526	81.004280090332
88.093685389025	77.638641357422
88.340446412524	74.275787353516
88.587207436022	71.054786682129
88.833968459521	67.835868835449
89.080729483020	64.746017456055
89.327490506518	61.657833099365
89.574251530017	58.686859130859
89.821012553516	55.717185974121
90.067773577014	52.853855133057
90.314534600513	49.991523742676
90.561295624012	47.225616455078
90.808056647510	44.460441589355
91.054817671009	41.782348632812
91.301578694508	39.104755401611
91.548339718006	36.505474090576
91.795100741505	33.906581878662
92.041861765004	31.377658843994
92.288622788502	28.849042892456
92.535383812001	26.382463455200
92.782144835500	23.916063308716
93.028905858998	21.504066467285
93.275666882497	19.092142105103
